Customer_ID,Name,Age,Gender,City,Ticket_Type,Payment_Method,Travel_Frequency,Start_Station,End_Station,Ticket_Price,Travel_Date,Metro Line,Latitude,Longitude
CUST1171,Eric Lee,28,Female,Pune,Single,Cash,Occasionally,Sant Tukaram Nagar,Deccan Gymkhana,14,03-04-2024,Purple Line,18.627,73.8075
CUST1172,Cristian Davis,40,Male,Aurangabad,Return,UPI,Occasionally,Chhatrapati Sambhaji Udyan,Ideal Colony,14,09-11-2023,Aqua Line,18.5206,73.8441
CUST1173,Troy Dixon,19,Male,Nashik,Return,Net Banking,Daily,PCMC,Vanaz,10,20-02-2022,Purple Line,18.62910766,73.80377477
CUST1174,Emily Lamb,30,Female,Nagpur,Return,UPI,Daily,Kasarwadi,Anand Nagar,10,02-05-2022,Purple Line,18.6069,73.8225
CUST1175,Tracy Cooper,59,Female,Mumbai,Single,UPI,Weekly,District Court,Shivaji Nagar,10,22-11-2024,Interchange Station,18.5204,73.8567
CUST1176,Rachel Robertson,38,Male,Pune,Single,Credit Card,Occasionally,District Court,PCMC,22,18-03-2023,Interchange Station,18.5204,73.8567
CUST1177,William Clark,45,Male,Nashik,Monthly Pass,Cash,Daily,Mangalwar Peth,Kasba Peth,10,17-04-2022,Aqua Line,18.5282,73.8623
CUST1178,Stephanie Woodard,57,Female,Nashik,Return,Cash,Weekly,Sant Tukaram Nagar,Deccan Gymkhana,14,28-05-2022,Purple Line,18.627,73.8075
CUST1179,William Alexander PhD,21,Male,Nagpur,Single,Cash,Weekly,Nal Stop,Sant Tukaram Nagar,10,01-10-2022,Aqua Line,18.5083,73.8296
CUST1180,Eric Nelson,33,Female,Mumbai,Single,Net Banking,Weekly,Chhatrapati Sambhaji Udyan,Mandai,14,16-05-2024,Aqua Line,18.5206,73.8441
CUST1181,Renee Lee,49,Male,Aurangabad,Return,UPI,Occasionally,Kasba Peth,Dapodi,14,03-10-2024,Purple Line,18.52162948,73.85949608
CUST1182,Ms. Regina Rodriguez,26,Male,Pune,Return,UPI,Weekly,Bund Garden,Shivaji Nagar,16,12-12-2022,Aqua Line,18.5371,73.8842
CUST1183,Jennifer Clark,35,Male,Mumbai,Single,Net Banking,Weekly,Yerwada,District Court,16,12-01-2022,Aqua Line,18.5486,73.8925
CUST1184,Jacob Horton,40,Female,Nashik,Monthly Pass,Net Banking,Occasionally,Deccan Gymkhana,Mandai,16,06-06-2023,Aqua Line,18.5204,73.8415
CUST1185,Stephen Simmons,49,Female,Nashik,Monthly Pass,Credit Card,Occasionally,PCMC,Sant Tukaram Nagar,10,11-03-2023,Purple Line,18.62910766,73.80377477
CUST1186,Laura Alexander,30,Male,Nashik,Monthly Pass,Net Banking,Daily,Nal Stop,Vanaz,12,05-01-2023,Aqua Line,18.5083,73.8296
CUST1187,Katie Mercer,34,Male,Pune,Single,Net Banking,Weekly,Chhatrapati Sambhaji Udyan,Mandai,14,27-10-2023,Aqua Line,18.5206,73.8441
CUST1188,Selena Coleman,41,Male,Mumbai,Monthly Pass,Cash,Weekly,Garware College,Ruby Hall Clinic,20,19-09-2023,Aqua Line,18.5161,73.8345
CUST1189,Gilbert Perez,65,Female,Mumbai,Single,UPI,Weekly,Kasarwadi,District Court,16,09-07-2024,Purple Line,18.6069,73.8225
CUST1190,Shawn Vargas,61,Male,Pune,Monthly Pass,Credit Card,Daily,Deccan Gymkhana,Bhosari,12,24-08-2024,Aqua Line,18.5204,73.8415
CUST1191,Greg Oliver,35,Female,Nagpur,Monthly Pass,Cash,Occasionally,Mandai,Pune Railway Station,10,12-11-2024,Purple Line,18.51,73.856
CUST1192,April Navarro,19,Male,Mumbai,Return,Net Banking,Occasionally,District Court,Ideal Colony,18,02-07-2022,Interchange Station,18.5204,73.8567
CUST1193,Kayla Pace,25,Male,Pune,Single,Cash,Occasionally,Chhatrapati Sambhaji Udyan,Phugewadi,10,01-03-2022,Aqua Line,18.5206,73.8441
CUST1194,Amanda Meyers,60,Male,Nagpur,Monthly Pass,Cash,Occasionally,Kasarwadi,Mandai,20,13-01-2024,Purple Line,18.6069,73.8225
CUST1195,Barbara Vance,25,Female,Mumbai,Return,Net Banking,Weekly,Swargate,Yerwada,10,17-05-2022,Purple Line,18.5018,73.8586
CUST1196,Alexis Ferguson,21,Male,Aurangabad,Single,Credit Card,Daily,Anand Nagar,Sant Tukaram Nagar,10,23-07-2023,Aqua Line,18.4956,73.8139
CUST1197,Brian Walker,63,Female,Aurangabad,Return,UPI,Occasionally,Mangalwar Peth,Yerwada,14,06-07-2023,Aqua Line,18.5282,73.8623
CUST1198,Mitchell Johnson,50,Male,Nashik,Return,Cash,Daily,Dapodi,Kalyani Nagar,24,03-02-2022,Purple Line,18.5783,73.8381
CUST1199,Robert Yang,42,Male,Nashik,Monthly Pass,Credit Card,Occasionally,Kasarwadi,Dapodi,10,18-11-2023,Purple Line,18.6069,73.8225
CUST1200,Tammy Cummings,61,Female,Nashik,Monthly Pass,Net Banking,Occasionally,Pune Railway Station,PMC,12,24-03-2023,Aqua Line,18.5297,73.8726
CUST1201,Laurie Williams,61,Male,Mumbai,Return,Cash,Weekly,Garware College,Vanaz,14,10-02-2022,Aqua Line,18.5161,73.8345
CUST1202,Danielle Adams,26,Male,Nagpur,Single,Cash,Daily,Shivaji Nagar,Kasarwadi,14,29-03-2022,Purple Line,18.5308,73.8524
CUST1203,April Williams,27,Male,Aurangabad,Single,Credit Card,Weekly,Ideal Colony,Swargate,24,20-06-2023,Aqua Line,18.4942,73.8203
CUST1204,Darren Lewis,62,Female,Mumbai,Single,Net Banking,Occasionally,District Court,Mandai,10,28-04-2022,Interchange Station,18.5204,73.8567
CUST1205,Vincent Gilbert,24,Male,Nashik,Single,Credit Card,Daily,Ramwadi,Nal Stop,30,10-03-2022,Aqua Line,18.5583,73.9076
CUST1206,Jane Mendez DVM,45,Male,Nashik,Return,Credit Card,Weekly,District Court,Dapodi,12,02-03-2023,Interchange Station,18.5204,73.8567
CUST1207,Richard Ray,27,Male,Nashik,Single,Credit Card,Daily,Dapodi,Mangalwar Peth,14,21-08-2022,Purple Line,18.5783,73.8381
CUST1208,Michael Moore,59,Female,Pune,Monthly Pass,Cash,Weekly,PMC,Sant Tukaram Nagar,18,27-10-2023,Aqua Line,18.5169,73.8535
CUST1209,Gary Bentley,31,Female,Nagpur,Return,UPI,Weekly,Garware College,Ruby Hall Clinic,20,13-11-2024,Aqua Line,18.5161,73.8345
CUST1210,Jessica Bryant,21,Female,Aurangabad,Monthly Pass,Cash,Weekly,District Court,Swargate,12,07-07-2023,Interchange Station,18.5204,73.8567
CUST1211,Suzanne Campbell,25,Male,Mumbai,Single,Credit Card,Weekly,PCMC,District Court,22,26-11-2023,Purple Line,18.62910766,73.80377477
CUST1212,Terri Beard,54,Female,Mumbai,Single,Credit Card,Occasionally,Kasba Peth,Garware College,16,20-04-2022,Purple Line,18.52162948,73.85949608
CUST1213,Martin Skinner,24,Male,Aurangabad,Return,Cash,Occasionally,Mandai,PMC,12,28-01-2023,Purple Line,18.51,73.856
CUST1214,Jamie Wallace,41,Female,Aurangabad,Single,Net Banking,Daily,Kasarwadi,Kalyani Nagar,28,08-06-2024,Purple Line,18.6069,73.8225
CUST1215,Wanda Brown,29,Male,Nashik,Single,Cash,Daily,Chhatrapati Sambhaji Udyan,District Court,10,12-08-2022,Aqua Line,18.5206,73.8441
CUST1216,James Howard,18,Female,Aurangabad,Single,Credit Card,Occasionally,Pune Railway Station,Ruby Hall Clinic,10,26-10-2024,Aqua Line,18.5297,73.8726
CUST1217,Claudia Sparks,33,Male,Nashik,Single,UPI,Weekly,Kalyani Nagar,Ideal Colony,30,29-05-2022,Aqua Line,18.5515,73.9001
CUST1218,Isaiah Hampton,18,Female,Nashik,Single,Net Banking,Daily,Kasarwadi,Nal Stop,10,06-07-2022,Purple Line,18.6069,73.8225
CUST1219,Jennifer Lewis,26,Male,Nagpur,Single,Cash,Daily,PMC,Garware College,12,07-05-2023,Aqua Line,18.5169,73.8535
CUST1220,Megan Torres,25,Female,Pune,Monthly Pass,UPI,Weekly,Ruby Hall Clinic,Anand Nagar,26,02-06-2022,Aqua Line,18.5341,73.8795
CUST1221,Steven Pham PhD,63,Male,Pune,Single,Net Banking,Occasionally,Deccan Gymkhana,Ramwadi,26,23-02-2022,Aqua Line,18.5204,73.8415
CUST1222,Paul Wade,42,Male,Mumbai,Single,UPI,Occasionally,Bopodi,Ruby Hall Clinic,16,12-01-2023,Purple Line,18.5645,73.8456
CUST1223,Brittany Martinez,60,Male,Mumbai,Single,Net Banking,Daily,Ideal Colony,Chhatrapati Sambhaji Udyan,14,10-03-2024,Aqua Line,18.4942,73.8203
CUST1224,Melanie Hayes,52,Female,Aurangabad,Return,UPI,Daily,Bhosari,District Court,18,31-08-2023,Purple Line,18.6188,73.8136
CUST1225,Roy Rosario,54,Female,Aurangabad,Return,UPI,Daily,Bopodi,Ramwadi,24,10-09-2022,Purple Line,18.5645,73.8456
CUST1226,Taylor Parker,35,Female,Nagpur,Single,UPI,Weekly,Swargate,Phugewadi,20,18-09-2024,Purple Line,18.5018,73.8586
CUST1227,Christopher Jones,34,Male,Pune,Monthly Pass,UPI,Daily,Garware College,Kalyani Nagar,26,01-09-2022,Aqua Line,18.5161,73.8345
CUST1228,Alison Miller,41,Female,Nashik,Monthly Pass,Cash,Weekly,Bund Garden,Shivaji Nagar,16,03-08-2022,Aqua Line,18.5371,73.8842
CUST1229,Marie Huerta,20,Female,Aurangabad,Return,UPI,Weekly,Kalyani Nagar,Mangalwar Peth,16,25-10-2023,Aqua Line,18.5515,73.9001
CUST1230,Brittany Gilbert,26,Male,Mumbai,Return,Net Banking,Weekly,Swargate,Kalyani Nagar,12,18-11-2023,Purple Line,18.5018,73.8586
CUST1231,Michael Anderson,56,Male,Aurangabad,Single,Credit Card,Daily,District Court,Kasba Peth,10,08-05-2022,Interchange Station,18.5204,73.8567
CUST1232,Samuel Stewart,42,Male,Nagpur,Return,Credit Card,Occasionally,Pune Railway Station,Dapodi,16,14-06-2022,Aqua Line,18.5297,73.8726
CUST1233,Mr. Tony Cooper MD,42,Male,Nagpur,Single,UPI,Weekly,Kalyani Nagar,Bopodi,22,02-01-2023,Aqua Line,18.5515,73.9001
CUST1234,Allison Fernandez,28,Male,Pune,Return,UPI,Daily,PCMC,Anand Nagar,10,15-02-2022,Purple Line,18.62910766,73.80377477
CUST1235,Briana Montgomery,37,Female,Nashik,Monthly Pass,Net Banking,Occasionally,Chhatrapati Sambhaji Udyan,Kasba Peth,12,08-01-2024,Aqua Line,18.5206,73.8441
CUST1236,Kelly Jones,63,Male,Mumbai,Return,Credit Card,Daily,Dapodi,Kasba Peth,14,25-12-2023,Purple Line,18.5783,73.8381
CUST1237,Stephen Wright,25,Male,Aurangabad,Monthly Pass,Cash,Occasionally,Mandai,Anand Nagar,24,24-06-2023,Purple Line,18.51,73.856
CUST1238,Dr. James Johnson,46,Male,Nashik,Monthly Pass,Credit Card,Occasionally,Anand Nagar,Garware College,12,10-09-2024,Aqua Line,18.4956,73.8139
CUST1239,Richard Sanchez,33,Male,Nagpur,Return,Cash,Daily,Bhosari,District Court,18,27-05-2023,Purple Line,18.6188,73.8136
CUST1240,Miranda Ross,47,Male,Mumbai,Return,Credit Card,Occasionally,Deccan Gymkhana,District Court,12,06-12-2024,Aqua Line,18.5204,73.8415
CUST1241,Patrick Brooks,61,Male,Nashik,Return,Cash,Daily,Kasba Peth,Vanaz,24,25-02-2022,Purple Line,18.52162948,73.85949608
CUST1242,Doris Parrish,23,Female,Aurangabad,Single,Net Banking,Weekly,Kalyani Nagar,Anand Nagar,30,13-07-2024,Aqua Line,18.5515,73.9001
CUST1243,Kenneth Goodman,37,Female,Nagpur,Single,UPI,Weekly,Vanaz,Ruby Hall Clinic,28,07-03-2024,Aqua Line,18.5005,73.8077
CUST1244,Kimberly White,41,Female,Nashik,Single,Cash,Occasionally,Phugewadi,District Court,14,21-02-2024,Purple Line,18.592,73.829
CUST1245,Ashley Torres,49,Male,Pune,Monthly Pass,Net Banking,Weekly,District Court,Sant Tukaram Nagar,20,26-09-2022,Interchange Station,18.5204,73.8567
CUST1246,Melissa Jackson,59,Male,Nashik,Monthly Pass,Net Banking,Occasionally,Kasarwadi,PMC,14,04-08-2022,Purple Line,18.6069,73.8225
CUST1247,Brenda Green,35,Male,Aurangabad,Monthly Pass,Cash,Daily,Garware College,Phugewadi,10,09-02-2024,Aqua Line,18.5161,73.8345
CUST1248,Stephen Williams,62,Male,Pune,Return,Cash,Weekly,Bhosari,Vanaz,10,20-09-2023,Purple Line,18.6188,73.8136
CUST1249,Tamara Blair,44,Female,Nagpur,Single,UPI,Daily,Dapodi,Kalyani Nagar,24,14-12-2023,Purple Line,18.5783,73.8381
CUST1250,Ann Lamb,18,Female,Pune,Return,Cash,Occasionally,Dapodi,Swargate,18,18-11-2023,Purple Line,18.5783,73.8381
CUST1251,Michelle Lee,26,Male,Pune,Single,Cash,Occasionally,PCMC,Kasba Peth,24,15-01-2022,Purple Line,18.62910766,73.80377477
CUST1252,Donna Pollard,46,Female,Nagpur,Monthly Pass,UPI,Daily,Bund Garden,Phugewadi,22,31-03-2024,Aqua Line,18.5371,73.8842
CUST1253,Joseph Lopez,60,Female,Pune,Return,Net Banking,Weekly,District Court,Kasba Peth,10,04-09-2023,Interchange Station,18.5204,73.8567
CUST1254,Kelly Lang,60,Male,Aurangabad,Monthly Pass,UPI,Weekly,Kalyani Nagar,Ramwadi,10,12-10-2023,Aqua Line,18.5515,73.9001
CUST1255,Travis Murillo,58,Male,Nashik,Return,Cash,Occasionally,Anand Nagar,Ideal Colony,10,01-03-2024,Aqua Line,18.4956,73.8139
CUST1256,Keith Ruiz,51,Male,Nagpur,Single,Cash,Occasionally,Mangalwar Peth,Ramwadi,18,29-01-2023,Aqua Line,18.5282,73.8623
CUST1257,Melissa Burke,63,Male,Nashik,Monthly Pass,Credit Card,Occasionally,Bopodi,Mandai,14,11-02-2024,Purple Line,18.5645,73.8456
CUST1258,Cassandra Oconnor,41,Male,Mumbai,Single,Net Banking,Weekly,Kasba Peth,Bhosari,20,06-04-2024,Purple Line,18.52162948,73.85949608
CUST1259,Patricia Miller,34,Male,Pune,Single,UPI,Daily,Vanaz,Swargate,28,12-05-2024,Aqua Line,18.5005,73.8077
CUST1260,Christina Richardson,54,Female,Aurangabad,Monthly Pass,Cash,Occasionally,Shivaji Nagar,Yerwada,18,02-10-2024,Purple Line,18.5308,73.8524
CUST1261,Ricky Wilson,50,Female,Pune,Single,Credit Card,Weekly,Shivaji Nagar,Garware College,12,08-09-2023,Purple Line,18.5308,73.8524
CUST1262,Justin Garcia,26,Male,Mumbai,Monthly Pass,UPI,Occasionally,Phugewadi,Ramwadi,28,07-08-2022,Purple Line,18.592,73.829
CUST1263,Wendy Espinoza,52,Female,Nashik,Single,Cash,Weekly,Chhatrapati Sambhaji Udyan,Ramwadi,24,29-11-2023,Aqua Line,18.5206,73.8441
CUST1264,Daniel Frey,52,Female,Mumbai,Monthly Pass,Credit Card,Occasionally,Vanaz,District Court,22,28-10-2022,Aqua Line,18.5005,73.8077
CUST1265,Eric Schmidt,20,Female,Nagpur,Return,Net Banking,Weekly,Chhatrapati Sambhaji Udyan,PMC,10,25-10-2022,Aqua Line,18.5206,73.8441
CUST1266,Craig Perkins,59,Male,Pune,Monthly Pass,Credit Card,Weekly,Deccan Gymkhana,Dapodi,10,25-07-2022,Aqua Line,18.5204,73.8415
CUST1267,Wesley Williams,60,Male,Nashik,Monthly Pass,Net Banking,Weekly,Ruby Hall Clinic,PMC,14,27-01-2024,Aqua Line,18.5341,73.8795
CUST1268,Christine Grant,30,Male,Pune,Return,Net Banking,Weekly,Bhosari,PMC,16,23-03-2024,Purple Line,18.6188,73.8136
CUST1269,Jesse Burns,34,Female,Nagpur,Return,Cash,Occasionally,Ideal Colony,Garware College,10,14-06-2024,Aqua Line,18.4942,73.8203
CUST1270,Molly Baker,46,Male,Nagpur,Monthly Pass,Net Banking,Daily,District Court,PMC,10,02-11-2023,Interchange Station,18.5204,73.8567
CUST1271,Rebecca Brooks,34,Male,Pune,Monthly Pass,UPI,Weekly,PMC,Anand Nagar,18,05-12-2023,Aqua Line,18.5169,73.8535
CUST1272,Kristen Davis,40,Female,Mumbai,Monthly Pass,Cash,Occasionally,Mangalwar Peth,Sant Tukaram Nagar,22,02-11-2022,Aqua Line,18.5282,73.8623
CUST1273,Brittany Freeman,52,Female,Aurangabad,Return,Cash,Occasionally,Kasarwadi,Phugewadi,10,14-07-2024,Purple Line,18.6069,73.8225
CUST1274,Jaime Smith,53,Female,Nashik,Single,UPI,Occasionally,Vanaz,Kasarwadi,12,20-09-2022,Aqua Line,18.5005,73.8077
CUST1275,Steven Saunders,24,Male,Mumbai,Single,Cash,Weekly,Kasba Peth,Shivaji Nagar,10,10-10-2022,Purple Line,18.52162948,73.85949608
CUST1276,John Wilkinson MD,54,Male,Nashik,Single,Credit Card,Weekly,Chhatrapati Sambhaji Udyan,Kasba Peth,12,24-11-2023,Aqua Line,18.5206,73.8441
CUST1277,Roberto West,45,Male,Nashik,Return,Cash,Occasionally,Kasarwadi,District Court,16,13-03-2024,Purple Line,18.6069,73.8225
CUST1278,Michael Brown,39,Male,Aurangabad,Single,UPI,Daily,Pune Railway Station,Mandai,10,01-05-2023,Aqua Line,18.5297,73.8726
CUST1279,Angela Greene,42,Male,Mumbai,Return,Cash,Daily,Mangalwar Peth,Anand Nagar,22,04-10-2023,Aqua Line,18.5282,73.8623
CUST1280,Robert Flores,47,Female,Nashik,Return,Credit Card,Weekly,PCMC,Mandai,26,30-04-2024,Purple Line,18.62910766,73.80377477
CUST1281,April Garrett,27,Female,Nashik,Return,Cash,Occasionally,Kasarwadi,Kasba Peth,18,06-10-2022,Purple Line,18.6069,73.8225
CUST1282,Jacob Green,59,Male,Nagpur,Single,Credit Card,Daily,Ruby Hall Clinic,PCMC,28,11-11-2023,Aqua Line,18.5341,73.8795
CUST1283,Nathan Lawson,48,Male,Pune,Monthly Pass,Credit Card,Occasionally,Sant Tukaram Nagar,Kasba Peth,22,04-03-2024,Purple Line,18.627,73.8075
CUST1284,Juan Rodriguez,64,Female,Mumbai,Monthly Pass,UPI,Occasionally,Kalyani Nagar,Yerwada,10,01-03-2024,Aqua Line,18.5515,73.9001
CUST1285,Justin Hall,38,Female,Aurangabad,Single,Net Banking,Weekly,Phugewadi,PMC,12,15-02-2023,Purple Line,18.592,73.829
CUST1286,Misty Scott,65,Female,Aurangabad,Return,Credit Card,Occasionally,Bopodi,District Court,10,24-04-2022,Purple Line,18.5645,73.8456
CUST1287,Chelsea Harris,60,Male,Nagpur,Return,UPI,Occasionally,Kasarwadi,Dapodi,10,13-03-2023,Purple Line,18.6069,73.8225
CUST1288,Larry Thomas,44,Male,Nashik,Monthly Pass,Credit Card,Daily,Kalyani Nagar,Garware College,26,23-12-2022,Aqua Line,18.5515,73.9001
CUST1289,Colleen Murphy,52,Male,Mumbai,Single,Cash,Occasionally,PCMC,Kasarwadi,12,11-02-2022,Purple Line,18.62910766,73.80377477
CUST1290,Maurice Hubbard,31,Female,Mumbai,Return,Cash,Daily,Ideal Colony,Shivaji Nagar,16,20-11-2022,Aqua Line,18.4942,73.8203
CUST1291,Karen Nash,23,Male,Nagpur,Return,UPI,Occasionally,Swargate,Garware College,20,09-12-2023,Purple Line,18.5018,73.8586
CUST1292,Marcus Pittman,46,Female,Mumbai,Monthly Pass,Net Banking,Daily,Ruby Hall Clinic,Deccan Gymkhana,18,13-07-2024,Aqua Line,18.5341,73.8795
CUST1293,Hector Martin,37,Female,Aurangabad,Return,Net Banking,Occasionally,Ideal Colony,Mandai,22,29-11-2023,Aqua Line,18.4942,73.8203
CUST1294,Kevin Rodriguez,51,Female,Pune,Monthly Pass,Net Banking,Weekly,Kasba Peth,Phugewadi,16,21-01-2023,Purple Line,18.52162948,73.85949608
CUST1295,Marie Walker,45,Female,Nashik,Single,Credit Card,Weekly,Anand Nagar,Deccan Gymkhana,14,10-07-2022,Aqua Line,18.4956,73.8139
CUST1296,Jesse Newman,31,Male,Aurangabad,Return,Net Banking,Daily,Yerwada,Mangalwar Peth,14,17-12-2023,Aqua Line,18.5486,73.8925
CUST1297,Destiny Williams,28,Female,Nashik,Single,Net Banking,Occasionally,Anand Nagar,Shivaji Nagar,18,03-12-2022,Aqua Line,18.4956,73.8139
CUST1298,Christopher Hicks,44,Female,Aurangabad,Single,Net Banking,Daily,Garware College,Deccan Gymkhana,10,12-12-2022,Aqua Line,18.5161,73.8345
CUST1299,Amanda Perez,28,Male,Nashik,Single,Credit Card,Weekly,Kasba Peth,PCMC,24,02-11-2022,Purple Line,18.52162948,73.85949608
CUST1300,Ethan Martinez,65,Male,Pune,Single,Net Banking,Occasionally,Kasarwadi,Kalyani Nagar,28,05-03-2022,Purple Line,18.6069,73.8225
CUST1301,Melanie Brooks,45,Female,Pune,Single,Cash,Daily,Chhatrapati Sambhaji Udyan,Kasba Peth,12,14-03-2022,Aqua Line,18.5206,73.8441
CUST1302,Colton Smith,50,Male,Nagpur,Single,Net Banking,Daily,PCMC,Pune Railway Station,26,23-03-2023,Purple Line,18.62910766,73.80377477
CUST1303,Joseph Castro,65,Female,Nashik,Monthly Pass,Net Banking,Occasionally,Pune Railway Station,Ideal Colony,22,26-05-2023,Aqua Line,18.5297,73.8726
CUST1304,Gregory White,19,Male,Pune,Return,UPI,Occasionally,Bund Garden,Yerwada,10,22-08-2022,Aqua Line,18.5371,73.8842
CUST1305,Danielle Herrera,64,Female,Mumbai,Return,Net Banking,Occasionally,Shivaji Nagar,Ideal Colony,16,13-10-2023,Purple Line,18.5308,73.8524
CUST1306,Mark Watts,47,Male,Nagpur,Monthly Pass,UPI,Occasionally,Nal Stop,Bopodi,12,15-04-2022,Aqua Line,18.5083,73.8296
CUST1307,Louis Davila,28,Male,Mumbai,Return,UPI,Occasionally,Bhosari,Ideal Colony,10,02-07-2022,Purple Line,18.6188,73.8136
CUST1308,David Lam,49,Male,Nagpur,Monthly Pass,Cash,Daily,Bhosari,Shivaji Nagar,16,30-09-2022,Purple Line,18.6188,73.8136
CUST1309,Taylor Christian,26,Female,Aurangabad,Return,Cash,Daily,Bhosari,PMC,16,16-09-2022,Purple Line,18.6188,73.8136
CUST1310,Thomas Jackson,56,Female,Nashik,Monthly Pass,UPI,Occasionally,Yerwada,Ramwadi,10,29-06-2024,Aqua Line,18.5486,73.8925
CUST1311,Julie Gonzalez,63,Female,Pune,Return,Credit Card,Daily,Garware College,District Court,14,13-10-2023,Aqua Line,18.5161,73.8345
CUST1312,Kathleen Butler,30,Male,Nashik,Return,Cash,Weekly,Kalyani Nagar,Pune Railway Station,14,20-08-2022,Aqua Line,18.5515,73.9001
CUST1313,Jermaine Koch,39,Female,Nashik,Monthly Pass,UPI,Occasionally,Phugewadi,Kasba Peth,16,20-02-2024,Purple Line,18.592,73.829
CUST1314,Robin Hammond,29,Female,Nagpur,Single,UPI,Daily,Vanaz,Bund Garden,30,21-09-2024,Aqua Line,18.5005,73.8077
CUST1315,Chelsea Smith,30,Female,Mumbai,Single,UPI,Weekly,Dapodi,Shivaji Nagar,10,17-11-2024,Purple Line,18.5783,73.8381
CUST1316,Kathryn Nunez,49,Female,Mumbai,Single,UPI,Weekly,Ruby Hall Clinic,Nal Stop,22,27-09-2022,Aqua Line,18.5341,73.8795
CUST1317,Laura Fry,33,Female,Mumbai,Return,Credit Card,Daily,Shivaji Nagar,PMC,10,06-12-2024,Purple Line,18.5308,73.8524
CUST1318,Jessica Lewis,25,Female,Aurangabad,Single,Credit Card,Occasionally,Ruby Hall Clinic,Kasba Peth,10,21-11-2024,Aqua Line,18.5341,73.8795
CUST1319,Virginia Jackson,22,Male,Pune,Single,Net Banking,Occasionally,Bopodi,Ramwadi,24,03-07-2024,Purple Line,18.5645,73.8456
CUST1320,Jimmy Perry,47,Female,Nagpur,Monthly Pass,Net Banking,Weekly,Sant Tukaram Nagar,Ideal Colony,10,29-05-2022,Purple Line,18.627,73.8075
CUST1321,Scott Griffin,18,Male,Nagpur,Single,UPI,Daily,Garware College,Nal Stop,10,26-08-2022,Aqua Line,18.5161,73.8345
CUST1322,Janice Camacho,22,Male,Pune,Monthly Pass,Credit Card,Weekly,PCMC,Chhatrapati Sambhaji Udyan,18,08-11-2024,Purple Line,18.62910766,73.80377477
CUST1323,Manuel Baldwin,29,Male,Nagpur,Single,Net Banking,Daily,Kasarwadi,Mangalwar Peth,18,06-09-2024,Purple Line,18.6069,73.8225
CUST1324,Laura Palmer,35,Male,Mumbai,Monthly Pass,Net Banking,Occasionally,Ruby Hall Clinic,Mangalwar Peth,10,27-11-2024,Aqua Line,18.5341,73.8795
CUST1325,Kevin Johnson,23,Male,Pune,Single,Cash,Occasionally,Kalyani Nagar,Kasba Peth,16,14-05-2022,Aqua Line,18.5515,73.9001
CUST1326,Megan Mejia,34,Male,Pune,Return,UPI,Daily,Phugewadi,Vanaz,14,21-09-2024,Purple Line,18.592,73.829
CUST1327,Kimberly Daniels,20,Female,Aurangabad,Return,Net Banking,Weekly,PMC,Mandai,12,11-06-2023,Aqua Line,18.5169,73.8535
CUST1328,Kelsey Graves,28,Female,Nashik,Monthly Pass,UPI,Daily,District Court,Bund Garden,14,29-09-2022,Interchange Station,18.5204,73.8567
CUST1329,Nathan Boyd,48,Male,Mumbai,Return,Credit Card,Daily,Ideal Colony,PMC,16,21-01-2023,Aqua Line,18.4942,73.8203
CUST1330,Ryan Hicks,55,Male,Nagpur,Single,Credit Card,Daily,Dapodi,Bhosari,12,02-06-2023,Purple Line,18.5783,73.8381
CUST1331,Charles Whitney,39,Female,Nashik,Single,Cash,Occasionally,PCMC,Chhatrapati Sambhaji Udyan,18,25-12-2022,Purple Line,18.62910766,73.80377477
CUST1332,Clinton Cooper,42,Female,Pune,Single,Net Banking,Occasionally,Phugewadi,Bund Garden,22,16-02-2024,Purple Line,18.592,73.829
CUST1333,Monica Alvarez,25,Female,Aurangabad,Monthly Pass,Net Banking,Occasionally,Ideal Colony,Deccan Gymkhana,12,14-12-2023,Aqua Line,18.4942,73.8203
CUST1334,Patricia Gray,45,Male,Nagpur,Monthly Pass,UPI,Occasionally,Ideal Colony,Sant Tukaram Nagar,10,20-01-2023,Aqua Line,18.4942,73.8203
CUST1335,Christopher Brown,32,Female,Nashik,Return,UPI,Occasionally,Bund Garden,District Court,14,25-04-2023,Aqua Line,18.5371,73.8842
CUST1336,Anthony English,63,Female,Aurangabad,Single,Credit Card,Daily,Yerwada,Mandai,12,08-04-2022,Aqua Line,18.5486,73.8925
CUST1337,Richard Hicks,23,Female,Nashik,Monthly Pass,Net Banking,Daily,District Court,Ruby Hall Clinic,12,15-08-2024,Interchange Station,18.5204,73.8567
CUST1338,Anthony Potter,28,Male,Nashik,Single,Credit Card,Occasionally,Dapodi,District Court,12,22-09-2024,Purple Line,18.5783,73.8381
CUST1339,Sean Cooke,51,Female,Nagpur,Monthly Pass,Credit Card,Daily,Sant Tukaram Nagar,PMC,18,07-07-2023,Purple Line,18.627,73.8075
CUST1340,Louis Camacho,21,Male,Nagpur,Single,Net Banking,Occasionally,Sant Tukaram Nagar,Pune Railway Station,24,26-10-2024,Purple Line,18.627,73.8075
CUST1341,Jenna Casey,28,Male,Nagpur,Monthly Pass,UPI,Daily,PCMC,District Court,22,06-04-2022,Purple Line,18.62910766,73.80377477
CUST1342,Amber Lynch,21,Male,Pune,Return,Credit Card,Weekly,Chhatrapati Sambhaji Udyan,Bhosari,14,20-02-2024,Aqua Line,18.5206,73.8441
